Date,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
1982-01-01,1.3662,1.4973,1.2915,1.1739,1.4867,1.4315,1.5794000000000001,1.3195999999999999,1.036,1.4717,1.2504,0.8908,0.8758,1.3804,1.6120999999999999,1.357,0.872,0.6980999999999999,0.8613,1.2272,1.198,1.3426,1.4379,1.2558,1.2081,1.4628,1.7048,1.4112,1.2248999999999999,1.2615
1983-01-01,1.2594,1.1886,1.3062,1.2247,1.2276,1.1625,1.2073,1.0297,1.3567,1.4415,1.1688,1.4002000000000001,1.2556,1.2772000000000001,1.3106,1.3911,1.0658,1.1522999999999999,1.2781,1.1828,1.1186,1.1448,1.2325,1.295,1.3573,1.2496,1.2762,1.2567,1.2463,1.2103
1984-01-01,1.179,1.0111,1.2152,0.8941,1.1366,1.0115,0.9091,1.0193,0.9465,0.864,0.9657,0.8008,0.8769,0.9275,1.0468,1.1495,0.7426,0.8527,1.1271,1.1971,1.2463,0.8613999999999999,0.924,1.0637,0.9578,1.0315,0.9821,0.9829,1.0946,0.9397
1985-01-01,1.573,1.5793,1.1384,1.5246,1.3881000000000001,1.3377000000000001,1.5332,1.4062,1.3908,1.4082,1.2806,1.0743,1.1794,1.3195000000000001,1.1766,1.2358,1.0989,1.0892,1.2025000000000001,1.3061,1.4019,1.3122,1.2025000000000001,1.2903,1.2676,1.4096,1.4132,1.3721,1.4276,1.3831
1986-01-01,1.3013,1.2226,1.6105,1.0727,1.1843,1.2243,1.1607,1.2755,1.3218,1.3332,1.2751000000000001,0.9442,1.0705,1.032,1.1622,1.0292,1.0974,0.9613,1.1586,1.2691,1.1951,1.1364,0.9581,1.3021,1.1021,1.1385,1.1944,1.1308,1.1213,1.1982
1987-01-01,1.0471,1.267,1.202,1.1068,1.087,1.0411,0.8409,1.0454,1.1489,0.9947,1.0255,1.372,1.174,1.0223,1.1047,0.7573,1.3916,0.8781,1.0735,0.9278,1.0997,1.0824,1.0704,1.102,0.8928,0.9146,0.942,0.9927,0.8931,1.0678
1988-01-01,1.4343,1.2043,1.3194,1.177,1.1413,1.0877,1.196,1.1285,1.0997,1.4868000000000001,1.2187000000000001,1.1797,1.2208999999999999,1.0955,1.3162,1.3062,1.0052,1.129,1.2118,1.1783,1.2328000000000001,1.0604,1.0001,1.1191,1.3463,1.2006999999999999,1.3549,1.2086999999999999,1.1829,1.1064
1989-01-01,1.3255,1.5835,1.5581,1.4878,1.1724999999999999,1.2332,1.3455,1.4485000000000001,1.2639,1.3399,1.255,1.1172,1.2107999999999999,1.4151,0.9724,1.1608,1.2579,1.4595,1.3719,1.3232,1.5861,1.1822,0.9272,1.2275,1.2333,1.1559,1.2629,1.3509,1.2726,1.363
1990-01-01,1.0924,1.1964000000000001,1.3765,0.8806,0.8228,0.99,0.8259,1.169,0.9174,0.6671,0.8827,0.8642,0.8413,0.9567,0.7771,0.9424,0.8302,0.8488,0.989,0.9886,0.8471,0.9976,0.9787,0.9438,0.8342,0.9165,0.9713,0.7393000000000001,0.7859,0.9259
1991-01-01,1.4741,1.5415999999999999,1.2410999999999999,1.1891,1.2117,1.2969,1.778,1.6345,1.3296999999999999,1.7275,1.3378999999999999,1.1453,1.0702,1.3974,1.1364,1.2831,1.0265,1.0233,1.0681,1.2438,1.1498,1.6247,1.1547,1.287,1.4795,1.3698,1.6225999999999998,1.4191,1.5325,1.2938
1992-01-01,0.997,1.0906,0.9019,1.4165,1.1827,1.1236,1.0997,0.8487,1.0845,1.3695,1.0729,1.1891,1.0901,1.1298,1.4188,1.046,0.9673,0.8316,1.0471,1.0848,1.1666,1.1063,1.0989,1.0951,1.1155,1.156,1.1541000000000001,1.2855,1.2753999999999999,1.031
1993-01-01,0.8836999999999999,1.029,0.8293,1.2692,1.1817,1.1615,0.8521,0.9291,1.1052,1.041,1.198,1.1667,1.3407,1.2146,1.5051999999999999,1.2789,1.3279999999999998,1.1445,1.1371,1.1276,1.1998,1.1042,1.2541,1.0486,1.2532,1.1358,0.9867,1.2312,1.1208,0.9913
1994-01-01,1.0794,1.078,1.0263,0.9143,0.9097,1.0383,1.0011,1.074,1.1265,0.8279,0.9434,1.083,1.0048,0.9985,0.8631,1.0405,0.8516,0.8634999999999999,1.0265,0.8884,0.9484,1.1415,1.1643,1.0568,0.8434,0.9434,0.9158999999999999,0.9182,0.9828,0.9652000000000001
1995-01-01,1.3835,1.4678,1.2444,1.1937,1.2691,1.2943,1.1663999999999999,1.5666,1.2684,0.985,1.2931,1.0886,1.3102,1.3851,1.1663000000000001,1.6141999999999999,1.1433,0.9156,1.2851,1.3175,1.4034,1.4253,1.4234,1.2465,1.4124,1.2701,1.1205,1.3347,1.516,1.2019
1996-01-01,1.2187999999999999,1.2989,1.1503999999999999,1.0608,1.0973,1.2601,1.3649,1.17,1.2267000000000001,1.1592,1.2003,1.083,1.1851,1.3796,1.1812,1.3757,1.02,1.5403,1.2762,1.0634,1.0048,1.218,1.3306,1.2326000000000001,1.1307,1.1623999999999999,1.1972,1.0683,1.3096,1.2448000000000001
1997-01-01,1.4003999999999999,1.2833999999999999,1.2451,1.2658,1.4015,1.3286,0.9839,1.376,1.1915,1.0936,1.3006,1.0727,1.2549,1.4425,1.291,1.0804,0.7882,0.8210999999999999,1.201,1.2768,1.4179,1.271,1.1881,1.1058,1.3005,1.1346,1.4162,1.1248,1.4875,1.1863
1998-01-01,1.0073,1.0911,1.2264,0.9758,1.315,1.2208999999999999,1.0066,1.3815,0.9173,0.8548,1.0425,0.8642,0.8559,1.322,1.3409,1.0249,0.9656,1.1243,0.9809,1.1113,1.4716,1.5304,1.5835,0.981,0.952,1.0448,1.5678999999999998,1.1876,1.096,1.025
1999-01-01,0.8133,0.9024,0.4686,1.1631,1.1481,1.1001,0.9168000000000001,0.9734,1.1264,0.7461,0.9573,1.5992000000000002,1.4249,1.4797,0.9512,1.1796,1.1238,1.7782,1.1797,0.86,1.3506,1.6481999999999999,1.862,1.2057,0.946,0.984,1.1925,0.9606,1.0034,0.7912
2000-01-01,1.2208,1.1779,2.0242,0.8319,0.9954,0.8312,1.1951,1.3540999999999999,0.9697,0.9277,1.0084,0.9238999999999999,0.8876,0.8493999999999999,0.7772,1.2574,0.8265,2.0442,1.2238,1.504,0.6027,0.5423,0.7045,0.9903,1.1156,1.3878,0.8176,1.0014,1.2523,1.073
2001-01-01,1.0475,0.8387,1.1112,1.2066,0.9834,1.0285,0.989,0.8799,0.9157,1.3016,1.0903,0.6422,1.0194,0.7528,0.9968,0.7735000000000001,1.1156,1.0314,0.9278,0.9022,0.8416,0.9331,0.6340999999999999,1.025,0.9841,0.7335,1.1222,1.0095,0.9572,0.8568
2002-01-01,0.9777,0.9853,0.9234,0.9668,0.9358,1.0449,1.0029,0.7734,0.9469,0.8984,0.9104,0.6518999999999999,0.8579,0.9312,0.8059000000000001,0.8902,1.0671,0.8652,0.9173,0.7789,0.6860999999999999,0.6699999999999999,0.585,0.9506,0.9413,0.8142,0.7793,0.8223,0.8826,0.6766
2003-01-01,1.1157,1.1699,1.4125999999999999,1.3649,1.2023,1.1512,1.372,1.2128,1.2658,1.2463,1.4839,1.7761,1.4746000000000001,1.4296,1.5856,1.3907,1.778,1.588,1.2671000000000001,1.2566,1.1581000000000001,1.3056,1.6801,1.3218,1.2328999999999999,1.2810000000000001,1.2934,1.3881000000000001,1.3232,1.2763
2004-01-01,1.2018,0.8996999999999999,1.2066,1.2002,1.0341,1.1400000000000001,1.2368999999999999,1.003,1.2181,1.2386,1.2884,1.2389000000000001,1.1280000000000001,1.1176,1.0349,1.1615,0.9742,1.6431999999999998,1.3215999999999999,1.2481,1.0933,1.1341999999999999,0.9782,1.0844,1.1945999999999999,1.139,1.1113,1.2646,1.1428,1.1626
2005-01-01,0.9651,1.0298,1.26,0.9323,0.8775,0.9971,1.0378,1.0464,0.9862,0.9024,1.1936,1.1533,1.1274,1.0699,0.7413000000000001,1.1783,1.3082,1.7002,1.3194,1.1763,0.9326,0.9912,1.0479,0.9878,1.1013,1.089,1.0511,1.0841,1.0806,1.0017
2006-01-01,1.2042,1.1499,1.2342,1.3458,1.0986,1.1602000000000001,1.2303,1.0802,1.1614,1.0478,0.9934,1.4495,1.1604,1.184,1.1846,1.2344,1.1616,0.8757,1.2319,1.2091,1.3687,1.1026,1.0895,1.0965,1.1019,1.1381999999999999,1.0839,1.2366,1.1634,1.1774
2007-01-01,1.1813,1.2388,1.183,1.004,0.8072,1.1072,0.8889,1.0367,1.2931,1.0711,0.8889,1.2865,1.3006,1.2673999999999999,1.0357,1.2024,1.5057,1.7147999999999999,1.3061,1.1837,0.9823,1.1405,1.1593,1.069,1.0041,1.017,0.9409,1.0063,0.8497,1.1007
